commodity,data,preco,regiao,fonte,data_coleta,tabela,quantidade
ARROZ,2025-08-16,53.5,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1763.0
ARROZ,2025-08-17,53.29,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1187.0
ARROZ,2025-08-18,53.76,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2438.0
ARROZ,2025-08-19,54.2,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3934.0
ARROZ,2025-08-20,55.0,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3490.0
ARROZ,2025-08-21,54.95,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3630.0
ARROZ,2025-08-22,54.87,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1980.0
ARROZ,2025-08-23,55.12,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4095.0
ARROZ,2025-08-24,55.54,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2540.0
ARROZ,2025-08-25,56.59,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1979.0
ARROZ,2025-08-26,57.0,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3161.0
ARROZ,2025-08-27,56.6,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3225.0
ARROZ,2025-08-28,56.7,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2994.0
ARROZ,2025-08-29,57.02,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3567.0
ARROZ,2025-08-30,57.08,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4810.0
ARROZ,2025-08-31,56.79,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2283.0
ARROZ,2025-09-01,56.5,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3636.0
ARROZ,2025-09-02,56.59,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3834.0
ARROZ,2025-09-03,56.57,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4050.0
ARROZ,2025-09-04,56.6,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2554.0
ARROZ,2025-09-05,57.17,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3867.0
ARROZ,2025-09-06,57.6,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2072.0
ARROZ,2025-09-07,58.33,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4449.0
ARROZ,2025-09-08,57.5,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4286.0
ARROZ,2025-09-09,56.06,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4143.0
ARROZ,2025-09-10,55.67,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3402.0
ARROZ,2025-09-11,55.17,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3767.0
ARROZ,2025-09-12,55.71,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1754.0
ARROZ,2025-09-13,55.72,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2859.0
ARROZ,2025-09-14,54.92,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4834.0
ARROZ,2025-09-15,55.02,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3139.0
ARROZ,2025-09-16,55.01,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4308.0
ARROZ,2025-09-17,55.32,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4852.0
ARROZ,2025-09-18,55.95,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4362.0
ARROZ,2025-09-19,56.93,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2604.0
ARROZ,2025-09-20,56.62,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4320.0
ARROZ,2025-09-21,58.05,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3453.0
ARROZ,2025-09-22,57.24,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2671.0
ARROZ,2025-09-23,57.66,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4390.0
ARROZ,2025-09-24,58.32,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,2835.0
ARROZ,2025-09-25,58.59,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3195.0
ARROZ,2025-09-26,58.14,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1836.0
ARROZ,2025-09-27,57.93,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3838.0
ARROZ,2025-09-28,57.97,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1583.0
ARROZ,2025-09-29,58.59,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,4495.0
ARROZ,2025-09-30,58.07,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,3589.0
CAFÉ,2023-10-01,2443.25,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,152.0
CAFÉ,2023-10-02,2473.63,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,431.0
CAFÉ,2023-10-03,2482.32,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,974.0
CAFÉ,2023-10-04,2434.74,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,863.0
CAFÉ,2023-10-05,2471.05,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,998.0
CAFÉ,2023-10-06,2451.7,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,672.0
CAFÉ,2023-10-07,2455.06,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,342.0
CAFÉ,2023-10-08,2451.0,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,514.0
CAFÉ,2023-10-09,2458.93,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,211.0
CAFÉ,2023-10-10,2453.26,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,426.0
CAFÉ,2023-10-11,2455.54,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,420.0
CAFÉ,2023-10-12,2462.66,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,769.0
CAFÉ,2023-10-13,2447.8,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,374.0
CAFÉ,2023-10-14,2488.45,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,715.0
CAFÉ,2023-10-15,2497.9,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,981.0
CAFÉ,2023-10-16,2508.14,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,544.0
CAFÉ,2023-10-17,2485.83,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,179.0
CAFÉ,2023-10-18,2465.67,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,747.0
CAFÉ,2023-10-19,2474.61,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,961.0
CAFÉ,2023-10-20,2454.76,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,695.0
CAFÉ,2023-10-21,2455.33,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,900.0
CAFÉ,2023-10-22,2456.93,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,722.0
CAFÉ,2023-10-23,2466.8,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,536.0
CAFÉ,2023-10-24,2439.08,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,727.0
CAFÉ,2023-10-25,2467.87,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,993.0
CAFÉ,2023-10-26,2482.23,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,555.0
CAFÉ,2023-10-27,2510.36,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,911.0
CAFÉ,2023-10-28,2495.0,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,102.0
CAFÉ,2023-10-29,2515.66,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,235.0
CAFÉ,2023-10-30,2498.83,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,148.0
CAFÉ,2023-10-31,2496.6,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,641.0
CAFÉ,2023-11-01,2483.13,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,840.0
CAFÉ,2023-11-02,2520.88,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,517.0
CAFÉ,2023-11-03,2524.71,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,661.0
CAFÉ,2023-11-04,2551.06,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,812.0
CAFÉ,2023-11-05,2568.45,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,427.0
CAFÉ,2023-11-06,2574.13,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,599.0
CAFÉ,2023-11-07,2575.2,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,391.0
CAFÉ,2023-11-08,2552.82,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,570.0
CAFÉ,2023-11-09,2565.43,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,317.0
CAFÉ,2023-11-10,2570.34,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,447.0
CAFÉ,2023-11-11,2580.56,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,556.0
CAFÉ,2023-11-12,2555.78,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,594.0
CAFÉ,2023-11-13,2557.21,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,124.0
CAFÉ,2023-11-14,2526.76,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,564.0
CAFÉ,2023-11-15,2532.28,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,786.0
CAFÉ,2023-11-16,2549.84,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,911.0
CAFÉ,2023-11-17,2557.13,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,974.0
CAFÉ,2023-11-18,2566.55,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,842.0
CAFÉ,2023-11-19,2546.09,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,436.0
CAFÉ,2023-11-20,2560.25,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,919.0
CAFÉ,2023-11-21,2574.66,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,299.0
CAFÉ,2023-11-22,2561.41,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,340.0
CAFÉ,2023-11-23,2572.92,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,928.0
CAFÉ,2023-11-24,2569.59,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,474.0
CAFÉ,2023-11-25,2579.77,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,828.0
CAFÉ,2023-11-26,2639.53,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,261.0
CAFÉ,2023-11-27,2686.99,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,580.0
CAFÉ,2023-11-28,2717.14,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,337.0
CAFÉ,2023-11-29,2716.65,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,741.0
CAFÉ,2023-11-30,2711.78,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,597.0
CAFÉ,2023-12-01,2732.62,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,275.0
CAFÉ,2023-12-02,2756.09,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,874.0
CAFÉ,2023-12-03,2737.81,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,833.0
CAFÉ,2023-12-04,2736.78,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,134.0
CAFÉ,2023-12-05,2730.54,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,159.0
CAFÉ,2023-12-06,2737.88,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,277.0
CAFÉ,2023-12-07,2704.28,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,734.0
CAFÉ,2023-12-08,2703.2,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,399.0
CAFÉ,2023-12-09,2717.59,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,459.0
CAFÉ,2023-12-10,2769.09,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,133.0
CAFÉ,2023-12-11,2779.37,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,881.0
CAFÉ,2023-12-12,2803.65,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,992.0
CAFÉ,2023-12-13,2776.46,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,750.0
CAFÉ,2023-12-14,2799.59,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,842.0
CAFÉ,2023-12-15,2824.65,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,171.0
CAFÉ,2023-12-16,2791.12,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,813.0
CAFÉ,2023-12-17,2749.26,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,496.0
CAFÉ,2023-12-18,2748.2,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,699.0
CAFÉ,2023-12-19,2783.21,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,921.0
CAFÉ,2023-12-20,2799.32,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,113.0
CAFÉ,2023-12-21,2833.1,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,578.0
CAFÉ,2023-12-22,2794.92,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,307.0
CAFÉ,2023-12-23,2811.57,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,515.0
CAFÉ,2023-12-24,2856.3,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,917.0
CAFÉ,2023-12-25,2870.05,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,174.0
CAFÉ,2023-12-26,2820.37,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,991.0
CAFÉ,2023-12-27,2813.34,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,596.0
CAFÉ,2023-12-28,2766.36,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,163.0
CAFÉ,2023-12-29,2766.83,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,914.0
CAFÉ,2023-12-30,2813.38,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,525.0
CAFÉ,2023-12-31,2775.0,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,441.0
CAFÉ,2024-01-01,2756.47,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,673.0
CAFÉ,2024-01-02,2707.47,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,554.0
CAFÉ,2024-01-03,2723.43,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,826.0
CAFÉ,2024-01-04,2717.02,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,475.0
CAFÉ,2024-01-05,2738.2,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,585.0
CAFÉ,2024-01-06,2771.88,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,752.0
CAFÉ,2024-01-07,2818.51,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,723.0
CAFÉ,2024-01-08,2771.97,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,337.0
CAFÉ,2024-01-09,2783.68,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,559.0
CAFÉ,2024-01-10,2759.54,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,493.0
CAFÉ,2024-01-11,2737.92,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,730.0
CAFÉ,2024-01-12,2723.42,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,790.0
CAFÉ,2024-01-13,2704.53,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,790.0
CAFÉ,2024-01-14,2673.49,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,598.0
CAFÉ,2024-01-15,2739.8,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,203.0
CAFÉ,2024-01-16,2750.1,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,174.0
CAFÉ,2024-01-17,2770.22,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,672.0
CAFÉ,2024-01-18,2759.09,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,994.0
CAFÉ,2024-01-19,2765.98,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,256.0
CAFÉ,2024-01-20,2776.96,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,558.0
CAFÉ,2024-01-21,2703.93,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,478.0
CAFÉ,2024-01-22,2729.05,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,602.0
CAFÉ,2024-01-23,2744.52,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,508.0
CAFÉ,2024-01-24,2732.74,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,178.0
CAFÉ,2024-01-25,2761.39,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,991.0
CAFÉ,2024-01-26,2777.22,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,501.0
CAFÉ,2024-01-27,2827.24,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,538.0
CAFÉ,2024-01-28,2865.8,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,185.0
CAFÉ,2024-01-29,2884.92,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,636.0
CAFÉ,2024-01-30,2913.05,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,631.0
CAFÉ,2024-01-31,2954.33,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,693.0
CAFÉ,2024-02-01,2986.52,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,118.0
CAFÉ,2024-02-02,2997.21,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,768.0
CAFÉ,2024-02-03,3016.6,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,177.0
CAFÉ,2024-02-04,2998.61,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,614.0
CAFÉ,2024-02-05,3030.95,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,558.0
CAFÉ,2024-02-06,3073.03,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,151.0
CAFÉ,2024-02-07,3047.6,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,601.0
CAFÉ,2024-02-08,3043.22,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,495.0
CAFÉ,2024-02-09,3055.55,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,969.0
CAFÉ,2024-02-10,3032.37,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,938.0
CAFÉ,2024-02-11,3039.07,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,341.0
CAFÉ,2024-02-12,3069.49,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,905.0
CAFÉ,2024-02-13,3027.14,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,370.0
CAFÉ,2024-02-14,2986.69,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,368.0
CAFÉ,2024-02-15,3015.76,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,212.0
CAFÉ,2024-02-16,3008.19,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,766.0
CAFÉ,2024-02-17,3024.38,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,572.0
CAFÉ,2024-02-18,2992.25,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,963.0
CAFÉ,2024-02-19,2990.01,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,284.0
CAFÉ,2024-02-20,2967.76,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,293.0
CAFÉ,2024-02-21,2978.99,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,240.0
CAFÉ,2024-02-22,2979.85,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,495.0
CAFÉ,2024-02-23,2994.17,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,627.0
CAFÉ,2024-02-24,2971.6,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,381.0
CAFÉ,2024-02-25,2975.9,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,591.0
CAFÉ,2024-02-26,2966.71,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,456.0
CAFÉ,2024-02-27,2966.81,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,819.0
CAFÉ,2024-02-28,2952.17,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,619.0
CAFÉ,2024-02-29,2979.56,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,423.0
CAFÉ,2024-03-01,2974.98,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,231.0
CAFÉ,2024-03-02,2955.63,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,440.0
CAFÉ,2024-03-03,2920.93,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,1000.0
CAFÉ,2024-03-04,2940.36,Cuiabá/mt,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,250.0
CAFÉ,2024-03-05,2914.9,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,692.0
CAFÉ,2024-03-06,2917.5,Paranaguá/PR,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,297.0
CAFÉ,2024-03-07,2874.93,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,388.0
CAFÉ,2024-03-08,2851.11,ribeirão preto/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,364.0
CAFÉ,2024-03-09,2824.14,Santos/SP,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,623.0
CAFÉ,2024-03-10,2791.72,campinas/sp,CEPEA/ESALQ,2025-09-30 02:30:01,imagenet-indicador1,810.0
