commodity,data,preco,regiao,quantidade,cidade,estado,dia,mes,ano,commodity_id
ALGODÃO,2025-08-01,270.47,CUIABÁ/MT,1781.0,CUIABÁ,MT,1,8,2025,1
ALGODÃO,2025-08-02,274.23,SANTOS/SP,1281.0,SANTOS,SP,2,8,2025,1
ALGODÃO,2025-08-03,276.39,PARANAGUÁ/PR,597.0,PARANAGUÁ,PR,3,8,2025,1
ALGODÃO,2025-08-04,274.01,SANTOS/SP,1498.0,SANTOS,SP,4,8,2025,1
ALGODÃO,2025-08-05,272.74,SANTOS/SP,1640.0,SANTOS,SP,5,8,2025,1
ALGODÃO,2025-08-06,280.26,PARANAGUÁ/PR,563.0,PARANAGUÁ,PR,6,8,2025,1
ALGODÃO,2025-08-07,282.41,SANTOS/SP,1430.0,SANTOS,SP,7,8,2025,1
ALGODÃO,2025-08-08,280.78,SANTOS/SP,689.0,SANTOS,SP,8,8,2025,1
ALGODÃO,2025-08-09,278.89,SANTOS/SP,1431.0,SANTOS,SP,9,8,2025,1
ALGODÃO,2025-08-10,281.42,PARANAGUÁ/PR,501.0,PARANAGUÁ,PR,10,8,2025,1
ALGODÃO,2025-08-11,282.17,CAMPINAS/SP,1480.0,CAMPINAS,SP,11,8,2025,1
ALGODÃO,2025-08-12,284.68,SANTOS/SP,819.0,SANTOS,SP,12,8,2025,1
ALGODÃO,2025-08-13,284.32,PARANAGUÁ/PR,1566.0,PARANAGUÁ,PR,13,8,2025,1
ALGODÃO,2025-08-14,279.19,RIBEIRÃO PRETO/SP,539.0,RIBEIRÃO PRETO,SP,14,8,2025,1
ALGODÃO,2025-08-15,280.32,RIBEIRÃO PRETO/SP,1754.0,RIBEIRÃO PRETO,SP,15,8,2025,1
ALGODÃO,2025-08-16,284.17,RIBEIRÃO PRETO/SP,1886.0,RIBEIRÃO PRETO,SP,16,8,2025,1
ALGODÃO,2025-08-17,284.11,RIBEIRÃO PRETO/SP,1883.0,RIBEIRÃO PRETO,SP,17,8,2025,1
ALGODÃO,2025-08-18,282.4,SANTOS/SP,538.0,SANTOS,SP,18,8,2025,1
ALGODÃO,2025-08-19,275.43,CAMPINAS/SP,1066.0,CAMPINAS,SP,19,8,2025,1
ALGODÃO,2025-08-20,416.67,PARANAGUÁ/PR,15833.0,PARANAGUÁ,PR,20,8,2025,1
ALGODÃO,2025-08-21,276.7,PARANAGUÁ/PR,1145.0,PARANAGUÁ,PR,21,8,2025,1
ALGODÃO,2025-08-22,275.94,SANTOS/SP,1638.0,SANTOS,SP,22,8,2025,1
ALGODÃO,2025-08-23,274.46,CAMPINAS/SP,1130.0,CAMPINAS,SP,23,8,2025,1
ALGODÃO,2025-08-24,278.87,SANTOS/SP,1490.0,SANTOS,SP,24,8,2025,1
ALGODÃO,2025-08-25,282.25,PARANAGUÁ/PR,1640.0,PARANAGUÁ,PR,25,8,2025,1
ALGODÃO,2025-08-26,283.98,CUIABÁ/MT,1251.0,CUIABÁ,MT,26,8,2025,1
ALGODÃO,2025-08-27,282.26,CAMPINAS/SP,1755.0,CAMPINAS,SP,27,8,2025,1
ALGODÃO,2025-08-28,283.21,CAMPINAS/SP,1585.0,CAMPINAS,SP,28,8,2025,1
ALGODÃO,2025-08-29,279.59,SANTOS/SP,1853.0,SANTOS,SP,29,8,2025,1
ALGODÃO,2025-08-30,282.44,RIBEIRÃO PRETO/SP,1658.0,RIBEIRÃO PRETO,SP,30,8,2025,1
ALGODÃO,2025-08-31,281.44,PARANAGUÁ/PR,645.0,PARANAGUÁ,PR,31,8,2025,1
ALGODÃO,2025-09-01,278.0,CAMPINAS/SP,1780.0,CAMPINAS,SP,1,9,2025,1
ALGODÃO,2025-09-02,277.43,CAMPINAS/SP,941.0,CAMPINAS,SP,2,9,2025,1
ALGODÃO,2025-09-03,279.58,SANTOS/SP,1068.0,SANTOS,SP,3,9,2025,1
ALGODÃO,2025-09-04,284.77,CUIABÁ/MT,883.0,CUIABÁ,MT,4,9,2025,1
ALGODÃO,2025-09-05,285.26,RIBEIRÃO PRETO/SP,1042.0,RIBEIRÃO PRETO,SP,5,9,2025,1
ALGODÃO,2025-09-06,283.72,SANTOS/SP,1566.0,SANTOS,SP,6,9,2025,1
ALGODÃO,2025-09-07,287.7,PARANAGUÁ/PR,844.0,PARANAGUÁ,PR,7,9,2025,1
ALGODÃO,2025-09-08,291.83,CAMPINAS/SP,1288.0,CAMPINAS,SP,8,9,2025,1
ALGODÃO,2025-09-09,286.2,CAMPINAS/SP,1295.0,CAMPINAS,SP,9,9,2025,1
ALGODÃO,2025-09-10,290.78,SANTOS/SP,1500.0,SANTOS,SP,10,9,2025,1
ALGODÃO,2025-09-11,291.99,PARANAGUÁ/PR,835.0,PARANAGUÁ,PR,11,9,2025,1
ALGODÃO,2025-09-12,295.92,PARANAGUÁ/PR,1734.0,PARANAGUÁ,PR,12,9,2025,1
ALGODÃO,2025-09-13,296.65,CAMPINAS/SP,1187.0,CAMPINAS,SP,13,9,2025,1
ALGODÃO,2025-09-14,298.15,CUIABÁ/MT,829.0,CUIABÁ,MT,14,9,2025,1
ALGODÃO,2025-09-15,299.62,SANTOS/SP,989.0,SANTOS,SP,15,9,2025,1
ALGODÃO,2025-09-16,298.7,CUIABÁ/MT,741.0,CUIABÁ,MT,16,9,2025,1
ALGODÃO,2025-09-17,293.17,PARANAGUÁ/PR,1207.0,PARANAGUÁ,PR,17,9,2025,1
ALGODÃO,2025-09-18,292.35,RIBEIRÃO PRETO/SP,1444.0,RIBEIRÃO PRETO,SP,18,9,2025,1
ALGODÃO,2025-09-19,-23.04,PARANAGUÁ/PR,5260.0,PARANAGUÁ,PR,19,9,2025,1
ALGODÃO,2025-09-20,286.31,RIBEIRÃO PRETO/SP,1351.0,RIBEIRÃO PRETO,SP,20,9,2025,1
ALGODÃO,2025-09-21,287.52,RIBEIRÃO PRETO/SP,1317.0,RIBEIRÃO PRETO,SP,21,9,2025,1
ALGODÃO,2025-09-22,280.63,RIBEIRÃO PRETO/SP,1999.0,RIBEIRÃO PRETO,SP,22,9,2025,1
ALGODÃO,2025-09-23,-48.97,CAMPINAS/SP,7929.0,CAMPINAS,SP,23,9,2025,1
ALGODÃO,2025-09-24,284.9,PARANAGUÁ/PR,1137.0,PARANAGUÁ,PR,24,9,2025,1
ALGODÃO,2025-09-25,-90.54,CAMPINAS/SP,-428.0,CAMPINAS,SP,25,9,2025,1
ALGODÃO,2025-09-26,290.64,CAMPINAS/SP,930.0,CAMPINAS,SP,26,9,2025,1
ALGODÃO,2025-09-27,292.59,RIBEIRÃO PRETO/SP,1528.0,RIBEIRÃO PRETO,SP,27,9,2025,1
ALGODÃO,2025-09-28,291.35,SANTOS/SP,1399.0,SANTOS,SP,28,9,2025,1
ALGODÃO,2025-09-29,289.06,SANTOS/SP,1212.0,SANTOS,SP,29,9,2025,1
ALGODÃO,2025-09-30,288.25,PARANAGUÁ/PR,1236.0,PARANAGUÁ,PR,30,9,2025,1
ARROZ,2023-10-01,78.6,SANTOS/SP,3888.0,SANTOS,SP,1,10,2023,2
ARROZ,2023-10-02,77.32,CUIABÁ/MT,2636.0,CUIABÁ,MT,2,10,2023,2
ARROZ,2023-10-03,75.96,CAMPINAS/SP,4431.0,CAMPINAS,SP,3,10,2023,2
ARROZ,2023-10-04,76.17,PARANAGUÁ/PR,3311.0,PARANAGUÁ,PR,4,10,2023,2
ARROZ,2023-10-05,75.11,CAMPINAS/SP,2769.0,CAMPINAS,SP,5,10,2023,2
ARROZ,2023-10-06,74.96,SANTOS/SP,1172.0,SANTOS,SP,6,10,2023,2
ARROZ,2023-10-07,74.67,SANTOS/SP,1330.0,SANTOS,SP,7,10,2023,2
ARROZ,2023-10-08,74.24,CUIABÁ/MT,4225.0,CUIABÁ,MT,8,10,2023,2
ARROZ,2023-10-09,76.1,CUIABÁ/MT,2714.0,CUIABÁ,MT,9,10,2023,2
ARROZ,2023-10-10,75.93,SANTOS/SP,2299.0,SANTOS,SP,10,10,2023,2
ARROZ,2023-10-11,76.53,CUIABÁ/MT,4928.0,CUIABÁ,MT,11,10,2023,2
ARROZ,2023-10-12,76.59,CUIABÁ/MT,4923.0,CUIABÁ,MT,12,10,2023,2
ARROZ,2023-10-13,77.0,RIBEIRÃO PRETO/SP,3923.0,RIBEIRÃO PRETO,SP,13,10,2023,2
ARROZ,2023-10-14,76.51,RIBEIRÃO PRETO/SP,4127.0,RIBEIRÃO PRETO,SP,14,10,2023,2
ARROZ,2023-10-15,76.25,PARANAGUÁ/PR,3259.0,PARANAGUÁ,PR,15,10,2023,2
ARROZ,2023-10-16,75.82,PARANAGUÁ/PR,2520.0,PARANAGUÁ,PR,16,10,2023,2
ARROZ,2023-10-17,76.17,RIBEIRÃO PRETO/SP,3201.0,RIBEIRÃO PRETO,SP,17,10,2023,2
ARROZ,2023-10-18,76.31,PARANAGUÁ/PR,2783.0,PARANAGUÁ,PR,18,10,2023,2
ARROZ,2023-10-19,75.86,SANTOS/SP,2606.0,SANTOS,SP,19,10,2023,2
ARROZ,2023-10-20,75.74,RIBEIRÃO PRETO/SP,3990.0,RIBEIRÃO PRETO,SP,20,10,2023,2
ARROZ,2023-10-21,75.09,CUIABÁ/MT,4219.0,CUIABÁ,MT,21,10,2023,2
ARROZ,2023-10-22,73.65,CAMPINAS/SP,4448.0,CAMPINAS,SP,22,10,2023,2
ARROZ,2023-10-23,75.81,RIBEIRÃO PRETO/SP,3421.0,RIBEIRÃO PRETO,SP,23,10,2023,2
ARROZ,2023-10-24,75.7,RIBEIRÃO PRETO/SP,4128.0,RIBEIRÃO PRETO,SP,24,10,2023,2
ARROZ,2023-10-25,74.93,CAMPINAS/SP,4701.0,CAMPINAS,SP,25,10,2023,2
ARROZ,2023-10-26,74.27,CUIABÁ/MT,4570.0,CUIABÁ,MT,26,10,2023,2
ARROZ,2023-10-27,75.18,PARANAGUÁ/PR,4738.0,PARANAGUÁ,PR,27,10,2023,2
ARROZ,2023-10-28,74.82,SANTOS/SP,4034.0,SANTOS,SP,28,10,2023,2
ARROZ,2023-10-29,75.02,RIBEIRÃO PRETO/SP,1278.0,RIBEIRÃO PRETO,SP,29,10,2023,2
ARROZ,2023-10-30,74.49,SANTOS/SP,2708.0,SANTOS,SP,30,10,2023,2
ARROZ,2023-10-31,74.5,CUIABÁ/MT,4306.0,CUIABÁ,MT,31,10,2023,2
ARROZ,2023-11-01,73.63,CAMPINAS/SP,2593.0,CAMPINAS,SP,1,11,2023,2
ARROZ,2023-11-02,73.54,SANTOS/SP,2419.0,SANTOS,SP,2,11,2023,2
ARROZ,2023-11-03,74.2,PARANAGUÁ/PR,3269.0,PARANAGUÁ,PR,3,11,2023,2
ARROZ,2023-11-04,74.36,SANTOS/SP,1187.0,SANTOS,SP,4,11,2023,2
ARROZ,2023-11-05,74.12,CUIABÁ/MT,4196.0,CUIABÁ,MT,5,11,2023,2
ARROZ,2023-11-06,74.47,CUIABÁ/MT,4672.0,CUIABÁ,MT,6,11,2023,2
ARROZ,2023-11-07,75.23,CAMPINAS/SP,4693.0,CAMPINAS,SP,7,11,2023,2
ARROZ,2023-11-08,75.03,PARANAGUÁ/PR,3735.0,PARANAGUÁ,PR,8,11,2023,2
ARROZ,2023-11-09,75.02,SANTOS/SP,3187.0,SANTOS,SP,9,11,2023,2
ARROZ,2023-11-10,75.12,PARANAGUÁ/PR,3026.0,PARANAGUÁ,PR,10,11,2023,2
ARROZ,2023-11-11,75.35,PARANAGUÁ/PR,1904.0,PARANAGUÁ,PR,11,11,2023,2
ARROZ,2023-11-12,75.98,SANTOS/SP,4451.0,SANTOS,SP,12,11,2023,2
ARROZ,2023-11-13,75.68,RIBEIRÃO PRETO/SP,1781.0,RIBEIRÃO PRETO,SP,13,11,2023,2
ARROZ,2023-11-14,76.0,CAMPINAS/SP,2386.0,CAMPINAS,SP,14,11,2023,2
ARROZ,2023-11-15,75.38,SANTOS/SP,4262.0,SANTOS,SP,15,11,2023,2
ARROZ,2023-11-16,75.47,CUIABÁ/MT,1315.0,CUIABÁ,MT,16,11,2023,2
ARROZ,2023-11-17,74.92,SANTOS/SP,3583.0,SANTOS,SP,17,11,2023,2
ARROZ,2023-11-18,74.44,PARANAGUÁ/PR,1497.0,PARANAGUÁ,PR,18,11,2023,2
ARROZ,2023-11-19,74.43,PARANAGUÁ/PR,2074.0,PARANAGUÁ,PR,19,11,2023,2
ARROZ,2023-11-20,73.57,CAMPINAS/SP,3536.0,CAMPINAS,SP,20,11,2023,2
ARROZ,2023-11-21,73.61,RIBEIRÃO PRETO/SP,1506.0,RIBEIRÃO PRETO,SP,21,11,2023,2
ARROZ,2023-11-22,73.21,CUIABÁ/MT,3797.0,CUIABÁ,MT,22,11,2023,2
ARROZ,2023-11-23,73.9,SANTOS/SP,2839.0,SANTOS,SP,23,11,2023,2
ARROZ,2023-11-24,74.58,SANTOS/SP,3449.0,SANTOS,SP,24,11,2023,2
ARROZ,2023-11-25,74.12,PARANAGUÁ/PR,2779.0,PARANAGUÁ,PR,25,11,2023,2
ARROZ,2023-11-26,74.91,CUIABÁ/MT,2490.0,CUIABÁ,MT,26,11,2023,2
ARROZ,2023-11-27,73.87,PARANAGUÁ/PR,1227.0,PARANAGUÁ,PR,27,11,2023,2
ARROZ,2023-11-28,75.37,CUIABÁ/MT,1122.0,CUIABÁ,MT,28,11,2023,2
ARROZ,2023-11-29,74.97,PARANAGUÁ/PR,1553.0,PARANAGUÁ,PR,29,11,2023,2
ARROZ,2023-11-30,74.94,SANTOS/SP,3364.0,SANTOS,SP,30,11,2023,2
ARROZ,2023-12-01,74.53,CAMPINAS/SP,3768.0,CAMPINAS,SP,1,12,2023,2
ARROZ,2023-12-02,73.59,RIBEIRÃO PRETO/SP,3353.0,RIBEIRÃO PRETO,SP,2,12,2023,2
ARROZ,2023-12-03,73.13,RIBEIRÃO PRETO/SP,3906.0,RIBEIRÃO PRETO,SP,3,12,2023,2
ARROZ,2023-12-04,72.9,CUIABÁ/MT,1227.0,CUIABÁ,MT,4,12,2023,2
ARROZ,2023-12-05,73.0,SANTOS/SP,2330.0,SANTOS,SP,5,12,2023,2
ARROZ,2023-12-06,72.38,RIBEIRÃO PRETO/SP,4581.0,RIBEIRÃO PRETO,SP,6,12,2023,2
ARROZ,2023-12-07,70.84,RIBEIRÃO PRETO/SP,4403.0,RIBEIRÃO PRETO,SP,7,12,2023,2
ARROZ,2023-12-08,70.41,CUIABÁ/MT,3216.0,CUIABÁ,MT,8,12,2023,2
ARROZ,2023-12-09,70.55,RIBEIRÃO PRETO/SP,3052.0,RIBEIRÃO PRETO,SP,9,12,2023,2
ARROZ,2023-12-10,71.1,RIBEIRÃO PRETO/SP,4390.0,RIBEIRÃO PRETO,SP,10,12,2023,2
ARROZ,2023-12-11,70.26,CAMPINAS/SP,3617.0,CAMPINAS,SP,11,12,2023,2
ARROZ,2023-12-12,71.25,PARANAGUÁ/PR,1224.0,PARANAGUÁ,PR,12,12,2023,2
ARROZ,2023-12-13,71.85,CUIABÁ/MT,4207.0,CUIABÁ,MT,13,12,2023,2
ARROZ,2023-12-14,72.03,CAMPINAS/SP,4828.0,CAMPINAS,SP,14,12,2023,2
ARROZ,2023-12-15,72.67,CUIABÁ/MT,3066.0,CUIABÁ,MT,15,12,2023,2
ARROZ,2023-12-16,72.19,CAMPINAS/SP,4649.0,CAMPINAS,SP,16,12,2023,2
ARROZ,2023-12-17,73.01,PARANAGUÁ/PR,2393.0,PARANAGUÁ,PR,17,12,2023,2
ARROZ,2023-12-18,73.53,CUIABÁ/MT,2255.0,CUIABÁ,MT,18,12,2023,2
ARROZ,2023-12-19,74.75,RIBEIRÃO PRETO/SP,4197.0,RIBEIRÃO PRETO,SP,19,12,2023,2
ARROZ,2023-12-20,75.08,CAMPINAS/SP,4575.0,CAMPINAS,SP,20,12,2023,2
ARROZ,2023-12-21,73.77,CUIABÁ/MT,4790.0,CUIABÁ,MT,21,12,2023,2
ARROZ,2023-12-22,74.37,CUIABÁ/MT,3847.0,CUIABÁ,MT,22,12,2023,2
ARROZ,2023-12-23,75.56,CAMPINAS/SP,4001.0,CAMPINAS,SP,23,12,2023,2
ARROZ,2023-12-24,73.76,CUIABÁ/MT,3679.0,CUIABÁ,MT,24,12,2023,2
ARROZ,2023-12-25,74.12,SANTOS/SP,3236.0,SANTOS,SP,25,12,2023,2
ARROZ,2023-12-26,74.68,RIBEIRÃO PRETO/SP,4324.0,RIBEIRÃO PRETO,SP,26,12,2023,2
ARROZ,2023-12-27,73.62,RIBEIRÃO PRETO/SP,3776.0,RIBEIRÃO PRETO,SP,27,12,2023,2
ARROZ,2023-12-28,73.39,SANTOS/SP,4967.0,SANTOS,SP,28,12,2023,2
ARROZ,2023-12-29,71.65,CUIABÁ/MT,2649.0,CUIABÁ,MT,29,12,2023,2
ARROZ,2023-12-30,72.0,CAMPINAS/SP,4882.0,CAMPINAS,SP,30,12,2023,2
ARROZ,2023-12-31,71.97,CAMPINAS/SP,1495.0,CAMPINAS,SP,31,12,2023,2
ARROZ,2024-01-01,72.76,RIBEIRÃO PRETO/SP,1816.0,RIBEIRÃO PRETO,SP,1,1,2024,2
ARROZ,2024-01-02,72.23,CAMPINAS/SP,4570.0,CAMPINAS,SP,2,1,2024,2
ARROZ,2024-01-03,71.67,RIBEIRÃO PRETO/SP,1892.0,RIBEIRÃO PRETO,SP,3,1,2024,2
ARROZ,2024-01-04,70.95,CAMPINAS/SP,3491.0,CAMPINAS,SP,4,1,2024,2
ARROZ,2024-01-05,71.05,CAMPINAS/SP,1138.0,CAMPINAS,SP,5,1,2024,2
ARROZ,2024-01-06,70.14,RIBEIRÃO PRETO/SP,2553.0,RIBEIRÃO PRETO,SP,6,1,2024,2
ARROZ,2024-01-07,69.45,CAMPINAS/SP,2467.0,CAMPINAS,SP,7,1,2024,2
ARROZ,2024-01-08,67.74,CAMPINAS/SP,4605.0,CAMPINAS,SP,8,1,2024,2
ARROZ,2024-01-09,67.65,CAMPINAS/SP,1374.0,CAMPINAS,SP,9,1,2024,2
ARROZ,2024-01-10,66.82,CAMPINAS/SP,2536.0,CAMPINAS,SP,10,1,2024,2
ARROZ,2024-01-11,65.93,PARANAGUÁ/PR,2530.0,PARANAGUÁ,PR,11,1,2024,2
ARROZ,2024-01-12,65.61,PARANAGUÁ/PR,2374.0,PARANAGUÁ,PR,12,1,2024,2
ARROZ,2024-01-13,65.54,SANTOS/SP,1863.0,SANTOS,SP,13,1,2024,2
ARROZ,2024-01-14,65.44,CAMPINAS/SP,1967.0,CAMPINAS,SP,14,1,2024,2
ARROZ,2024-01-15,64.22,PARANAGUÁ/PR,2280.0,PARANAGUÁ,PR,15,1,2024,2
ARROZ,2024-01-16,64.94,SANTOS/SP,2713.0,SANTOS,SP,16,1,2024,2
ARROZ,2024-01-17,65.53,CUIABÁ/MT,3449.0,CUIABÁ,MT,17,1,2024,2
ARROZ,2024-01-18,64.8,CUIABÁ/MT,1598.0,CUIABÁ,MT,18,1,2024,2
ARROZ,2024-01-19,64.72,RIBEIRÃO PRETO/SP,3264.0,RIBEIRÃO PRETO,SP,19,1,2024,2
ARROZ,2024-01-20,64.38,RIBEIRÃO PRETO/SP,4487.0,RIBEIRÃO PRETO,SP,20,1,2024,2
ARROZ,2024-01-21,64.67,CUIABÁ/MT,4291.0,CUIABÁ,MT,21,1,2024,2
ARROZ,2024-01-22,64.63,PARANAGUÁ/PR,2696.0,PARANAGUÁ,PR,22,1,2024,2
ARROZ,2024-01-23,64.37,CAMPINAS/SP,1490.0,CAMPINAS,SP,23,1,2024,2
ARROZ,2024-01-24,64.92,CAMPINAS/SP,4771.0,CAMPINAS,SP,24,1,2024,2
ARROZ,2024-01-25,65.34,SANTOS/SP,4714.0,SANTOS,SP,25,1,2024,2
ARROZ,2024-01-26,65.62,SANTOS/SP,1655.0,SANTOS,SP,26,1,2024,2
ARROZ,2024-01-27,65.5,RIBEIRÃO PRETO/SP,2646.0,RIBEIRÃO PRETO,SP,27,1,2024,2
ARROZ,2024-01-28,66.46,CAMPINAS/SP,3177.0,CAMPINAS,SP,28,1,2024,2
ARROZ,2024-01-29,66.97,SANTOS/SP,1900.0,SANTOS,SP,29,1,2024,2
ARROZ,2024-01-30,66.5,RIBEIRÃO PRETO/SP,4521.0,RIBEIRÃO PRETO,SP,30,1,2024,2
ARROZ,2024-01-31,66.53,CAMPINAS/SP,3429.0,CAMPINAS,SP,31,1,2024,2
ARROZ,2024-02-01,65.77,SANTOS/SP,3287.0,SANTOS,SP,1,2,2024,2
ARROZ,2024-02-02,65.76,RIBEIRÃO PRETO/SP,4214.0,RIBEIRÃO PRETO,SP,2,2,2024,2
ARROZ,2024-02-03,66.27,CUIABÁ/MT,4519.0,CUIABÁ,MT,3,2,2024,2
ARROZ,2024-02-04,65.64,SANTOS/SP,4810.0,SANTOS,SP,4,2,2024,2
ARROZ,2024-02-05,66.47,RIBEIRÃO PRETO/SP,3976.0,RIBEIRÃO PRETO,SP,5,2,2024,2
ARROZ,2024-02-06,66.34,CAMPINAS/SP,2367.0,CAMPINAS,SP,6,2,2024,2
ARROZ,2024-02-07,66.62,CUIABÁ/MT,2070.0,CUIABÁ,MT,7,2,2024,2
ARROZ,2024-02-08,66.52,CAMPINAS/SP,3394.0,CAMPINAS,SP,8,2,2024,2
ARROZ,2024-02-09,65.63,PARANAGUÁ/PR,1179.0,PARANAGUÁ,PR,9,2,2024,2
ARROZ,2024-02-10,65.33,RIBEIRÃO PRETO/SP,3385.0,RIBEIRÃO PRETO,SP,10,2,2024,2
ARROZ,2024-02-11,65.02,RIBEIRÃO PRETO/SP,4484.0,RIBEIRÃO PRETO,SP,11,2,2024,2
ARROZ,2024-02-12,64.55,CUIABÁ/MT,3647.0,CUIABÁ,MT,12,2,2024,2
ARROZ,2024-02-13,63.66,PARANAGUÁ/PR,4921.0,PARANAGUÁ,PR,13,2,2024,2
ARROZ,2024-02-14,65.44,SANTOS/SP,2163.0,SANTOS,SP,14,2,2024,2
ARROZ,2024-02-15,64.65,PARANAGUÁ/PR,4201.0,PARANAGUÁ,PR,15,2,2024,2
ARROZ,2024-02-16,64.03,RIBEIRÃO PRETO/SP,2873.0,RIBEIRÃO PRETO,SP,16,2,2024,2
ARROZ,2024-02-17,63.78,SANTOS/SP,3678.0,SANTOS,SP,17,2,2024,2
ARROZ,2024-02-18,64.18,CAMPINAS/SP,4235.0,CAMPINAS,SP,18,2,2024,2
ARROZ,2024-02-19,64.2,CUIABÁ/MT,3518.0,CUIABÁ,MT,19,2,2024,2
ARROZ,2024-02-20,64.99,RIBEIRÃO PRETO/SP,4966.0,RIBEIRÃO PRETO,SP,20,2,2024,2
ARROZ,2024-02-21,65.0,CAMPINAS/SP,4739.0,CAMPINAS,SP,21,2,2024,2
ARROZ,2024-02-22,64.92,SANTOS/SP,3218.0,SANTOS,SP,22,2,2024,2
ARROZ,2024-02-23,64.89,CAMPINAS/SP,4968.0,CAMPINAS,SP,23,2,2024,2
ARROZ,2024-02-24,65.28,SANTOS/SP,4676.0,SANTOS,SP,24,2,2024,2
ARROZ,2024-02-25,65.88,RIBEIRÃO PRETO/SP,4983.0,RIBEIRÃO PRETO,SP,25,2,2024,2
ARROZ,2024-02-26,66.09,PARANAGUÁ/PR,2412.0,PARANAGUÁ,PR,26,2,2024,2
ARROZ,2024-02-27,64.06,PARANAGUÁ/PR,1025.0,PARANAGUÁ,PR,27,2,2024,2
ARROZ,2024-02-28,62.94,PARANAGUÁ/PR,3744.0,PARANAGUÁ,PR,28,2,2024,2
ARROZ,2024-02-29,62.05,PARANAGUÁ/PR,2951.0,PARANAGUÁ,PR,29,2,2024,2
ARROZ,2024-03-01,63.34,SANTOS/SP,3472.0,SANTOS,SP,1,3,2024,2
ARROZ,2024-03-02,64.85,CUIABÁ/MT,4209.0,CUIABÁ,MT,2,3,2024,2
ARROZ,2024-03-03,64.69,SANTOS/SP,3700.0,SANTOS,SP,3,3,2024,2
ARROZ,2024-03-04,64.9,SANTOS/SP,4716.0,SANTOS,SP,4,3,2024,2
ARROZ,2024-03-05,66.0,RIBEIRÃO PRETO/SP,3890.0,RIBEIRÃO PRETO,SP,5,3,2024,2
ARROZ,2024-03-06,66.46,CAMPINAS/SP,2711.0,CAMPINAS,SP,6,3,2024,2
ARROZ,2024-03-07,66.63,PARANAGUÁ/PR,4202.0,PARANAGUÁ,PR,7,3,2024,2
ARROZ,2024-03-08,66.52,PARANAGUÁ/PR,1293.0,PARANAGUÁ,PR,8,3,2024,2
ARROZ,2024-03-09,67.23,RIBEIRÃO PRETO/SP,1865.0,RIBEIRÃO PRETO,SP,9,3,2024,2
ARROZ,2024-03-10,68.17,CAMPINAS/SP,3827.0,CAMPINAS,SP,10,3,2024,2
ARROZ,2024-03-11,67.46,SANTOS/SP,2626.0,SANTOS,SP,11,3,2024,2
ARROZ,2024-03-12,67.93,CUIABÁ/MT,4412.0,CUIABÁ,MT,12,3,2024,2
ARROZ,2024-03-13,68.71,CUIABÁ/MT,1061.0,CUIABÁ,MT,13,3,2024,2
ARROZ,2024-03-14,67.61,PARANAGUÁ/PR,3121.0,PARANAGUÁ,PR,14,3,2024,2
ARROZ,2024-03-15,67.75,CAMPINAS/SP,2379.0,CAMPINAS,SP,15,3,2024,2
ARROZ,2024-03-16,67.2,SANTOS/SP,3833.0,SANTOS,SP,16,3,2024,2
ARROZ,2024-03-17,66.35,RIBEIRÃO PRETO/SP,1851.0,RIBEIRÃO PRETO,SP,17,3,2024,2
ARROZ,2024-03-18,64.98,PARANAGUÁ/PR,4473.0,PARANAGUÁ,PR,18,3,2024,2
ARROZ,2024-03-19,65.53,SANTOS/SP,3498.0,SANTOS,SP,19,3,2024,2
ARROZ,2024-03-20,65.21,CAMPINAS/SP,2547.0,CAMPINAS,SP,20,3,2024,2
ARROZ,2024-03-21,66.41,PARANAGUÁ/PR,2908.0,PARANAGUÁ,PR,21,3,2024,2
ARROZ,2024-03-22,65.28,SANTOS/SP,2629.0,SANTOS,SP,22,3,2024,2
ARROZ,2024-03-23,64.83,CUIABÁ/MT,3849.0,CUIABÁ,MT,23,3,2024,2
ARROZ,2024-03-24,65.36,RIBEIRÃO PRETO/SP,4375.0,RIBEIRÃO PRETO,SP,24,3,2024,2
ARROZ,2024-03-25,64.47,CAMPINAS/SP,4025.0,CAMPINAS,SP,25,3,2024,2
ARROZ,2024-03-26,65.18,SANTOS/SP,4975.0,SANTOS,SP,26,3,2024,2
ARROZ,2024-03-27,65.32,CAMPINAS/SP,2643.0,CAMPINAS,SP,27,3,2024,2
ARROZ,2024-03-28,65.01,CAMPINAS/SP,3573.0,CAMPINAS,SP,28,3,2024,2
ARROZ,2024-03-29,66.37,SANTOS/SP,2970.0,SANTOS,SP,29,3,2024,2
ARROZ,2024-03-30,66.32,CAMPINAS/SP,1505.0,CAMPINAS,SP,30,3,2024,2
ARROZ,2024-03-31,65.84,PARANAGUÁ/PR,1083.0,PARANAGUÁ,PR,31,3,2024,2
ARROZ,2024-04-01,66.05,CUIABÁ/MT,1473.0,CUIABÁ,MT,1,4,2024,2
ARROZ,2024-04-02,65.27,SANTOS/SP,3298.0,SANTOS,SP,2,4,2024,2
ARROZ,2024-04-03,66.53,CAMPINAS/SP,4285.0,CAMPINAS,SP,3,4,2024,2
ARROZ,2024-04-04,66.49,CAMPINAS/SP,1025.0,CAMPINAS,SP,4,4,2024,2
ARROZ,2024-04-05,67.36,RIBEIRÃO PRETO/SP,4566.0,RIBEIRÃO PRETO,SP,5,4,2024,2
ARROZ,2024-04-06,65.87,CAMPINAS/SP,3796.0,CAMPINAS,SP,6,4,2024,2
ARROZ,2024-04-07,66.49,SANTOS/SP,1107.0,SANTOS,SP,7,4,2024,2
